time;position;rotationE;rotationQ

[SOUND_START];2022-05-21T21:14:27Z;bee;NSS;(7,0,1)

[SOUND_STOP];2022-05-21T21:14:32Z;bee;NSS;(7,0,1)

[SOUND_START];2022-05-21T21:14:38Z;ambisonic-chicken-edited;AS;(-19,1,-5)

[SOUND_STOP];2022-05-21T21:14:44Z;ambisonic-chicken-edited;AS;(-19,1,-5)

[SOUND_START];2022-05-21T21:14:50Z;cow;NUS;(-21,1,6)

[SOUND_STOP];2022-05-21T21:14:51Z;cow;NUS;(-21,1,6)

[SOUND_START];2022-05-21T21:14:51Z;elevator-edited;AN;(-18,3,18)

[SOUND_STOP];2022-05-21T21:15:03Z;elevator-edited;AN;(-18,3,18)

[SOUND_START];2022-05-21T21:15:11Z;door_crack;NNS;(-8,2,-26)
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:15Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:16Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far
2022-05-21T21:15:24Z;far

[SOUND_STOP];2022-05-21T21:15:30Z;door_crack;NNS;(-8,2,-26)

[SOUND_START];2022-05-21T21:15:30Z;ambisonic-duck-edited 1;AN;(7,1,-12)
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;far
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:34Z;medium
2022-05-21T21:15:35Z;medium
