time;position;rotationE;rotationQ

[SOUND_START];2022-05-22T16:15:04Z;ambisonic-duck-edited 1;AN;(7,1,-12)
2022-05-22T16:15:14Z;far
2022-05-22T16:15:14Z;far
2022-05-22T16:15:14Z;far
2022-05-22T16:15:14Z;far
2022-05-22T16:15:14Z;far
2022-05-22T16:15:14Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:15Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
2022-05-22T16:15:20Z;far
