time;position;rotationE;rotationQ
2022-05-21T20:30:19Z;(0.244033,2.17674,0.2677759);(10.39906,120.3103,356.9293);(0.4933215,0.02193852,0.864705,-0.09185646)
2022-05-21T20:30:19Z;(0.2455726,2.175438,0.2807789);(10.50486,116.3357,357.1884);(0.5231515,0.02751308,0.8469595,-0.09063707)
2022-05-21T20:30:19Z;(0.245274,2.174275,0.290707);(11.21233,113.303,357.3441);(0.5450623,0.03442264,0.8323681,-0.09426147)
2022-05-21T20:30:19Z;(0.2469355,2.17016,0.2944352);(11.99627,110.5541,356.1382);(0.5632744,0.03194594,0.8189577,-0.1049256)
2022-05-21T20:30:19Z;(0.2506713,2.166814,0.2964031);(13.19644,108.5604,355.7262);(0.5760732,0.0369655,0.8084445,-0.1148506)
2022-05-21T20:30:19Z;(0.254711,2.164989,0.2979444);(13.62805,106.3546,355.4426);(0.5908604,0.03945042,0.7970386,-0.1185629)
2022-05-21T20:30:20Z;(0.2608953,2.163245,0.2974287);(14.19035,104.0881,354.9696);(0.6054835,0.04156025,0.7850261,-0.1240825)
2022-05-21T20:30:20Z;(0.2672905,2.162473,0.2953903);(14.47763,103.4071,354.8439);(0.6097202,0.04299043,0.7812841,-0.1264441)
2022-05-21T20:30:20Z;(0.2763752,2.163239,0.293905);(14.24479,102.8829,355.0031);(0.6136898,0.04338552,0.7785686,-0.1238262)
2022-05-21T20:30:20Z;(0.2873886,2.164964,0.2958137);(13.77946,100.9253,355.4833);(0.6278476,0.04613375,0.7680555,-0.1173452)
2022-05-21T20:30:20Z;(0.2941152,2.165973,0.2980301);(13.12309,98.11658,354.8804);(0.6464939,0.0412901,0.7530243,-0.1153059)
2022-05-21T20:30:20Z;(0.3040349,2.167057,0.2999467);(12.58459,95.32408,354.795);(0.6650758,0.04037835,0.7373259,-0.1113289)
2022-05-21T20:30:20Z;(0.3090306,2.168137,0.3005802);(12.12476,94.70449,355.1536);(0.6698136,0.04056211,0.7337903,-0.106095)
2022-05-21T20:30:20Z;(0.3135405,2.1694,0.3007191);(11.74239,93.60753,354.9552);(0.6769669,0.03803565,0.7275683,-0.1044671)
2022-05-21T20:30:20Z;(0.3157073,2.169575,0.297778);(11.80945,94.08134,354.9273);(0.6738676,0.03782389,0.730344,-0.1052113)
2022-05-21T20:30:20Z;(0.3156208,2.168297,0.2920102);(12.5897,96.7731,355.121);(0.6560103,0.04111834,0.7455605,-0.1099975)
2022-05-21T20:30:21Z;(0.3127982,2.166218,0.2846666);(13.08739,99.67234,354.7173);(0.6360793,0.0384359,0.7618054,-0.116526)
2022-05-21T20:30:21Z;(0.301788,2.146763,0.2614257);(22.86995,114.4063,357.9075);(0.5277787,0.09232571,0.8257342,-0.1763192)
2022-05-21T20:30:21Z;(0.295707,2.140716,0.2551209);(26.24018,118.6494,358.4772);(0.4942166,0.1046645,0.8390864,-0.2018154)
2022-05-21T20:30:21Z;(0.2885413,2.136994,0.2501233);(27.37494,118.9053,357.4867);(0.4892289,0.1018857,0.8391879,-0.2145649)
2022-05-21T20:30:21Z;(0.2819555,2.137821,0.2473534);(26.79056,119.8161,356.9252);(0.4821956,0.09353226,0.844497,-0.2134578)
2022-05-21T20:30:21Z;(0.2785619,2.144485,0.2478437);(23.78957,119.0321,355.8284);(0.4896101,0.07380068,0.846514,-0.1955735)
2022-05-21T20:30:21Z;(0.2742866,2.150742,0.2499463);(20.97131,117.9471,355.2411);(0.4999145,0.05873899,0.8457872,-0.1768598)
2022-05-21T20:30:21Z;(0.2710177,2.153943,0.2506518);(19.45994,117.1565,354.9795);(0.5070244,0.05118557,0.8441296,-0.1665876)
2022-05-21T20:30:21Z;(0.2664576,2.157269,0.2497511);(18.11379,116.6079,354.731);(0.5121577,0.04399937,0.8431528,-0.1576439)
2022-05-21T20:30:21Z;(0.2709674,2.15863,0.2936154);(17.74735,116.5319,354.7534);(0.5131326,0.04258998,0.8431517,-0.1548426)
2022-05-21T20:30:22Z;(0.3008847,2.160547,0.4445834);(17.21346,116.2345,354.9647);(0.5161485,0.04208688,0.8422304,-0.1498915)
2022-05-21T20:30:22Z;(0.3421432,2.161728,0.6589577);(17.16392,115.5611,354.8418);(0.5209787,0.04183722,0.8392726,-0.1498404)
2022-05-21T20:30:22Z;(0.3759102,2.162238,0.8485345);(17.14683,114.553,354.4584);(0.5278573,0.04028009,0.8348113,-0.1511103)
2022-05-21T20:30:22Z;(0.4055925,2.162616,1.040314);(17.07763,113.9252,354.4234);(0.53245,0.04052455,0.8319789,-0.1505522)
2022-05-21T20:30:22Z;(0.4353392,2.16539,1.26189);(16.10904,112.2372,354.2994);(0.545509,0.03713867,0.8248709,-0.1436269)
2022-05-21T20:30:22Z;(0.4441936,2.169826,1.380714);(15.89287,110.4799,354.3613);(0.558396,0.03870329,0.8165503,-0.1412135)
2022-05-21T20:30:22Z;(0.4430656,2.16846,1.456742);(15.61215,107.3772,354.3176);(0.5805404,0.04075824,0.8013487,-0.138392)
2022-05-21T20:30:22Z;(0.4411246,2.164518,1.518112);(15.75905,105.3187,354.4498);(0.5948439,0.04492608,0.7906394,-0.1379544)
2022-05-21T20:30:22Z;(0.4396758,2.163244,1.632961);(16.14517,103.326,354.0215);(0.6075594,0.04648778,0.7800895,-0.1420246)
2022-05-21T20:30:22Z;(0.4265892,2.162061,1.812767);(15.65764,102.6983,353.9205);(0.6122398,0.04392787,0.7771104,-0.1390406)
2022-05-21T20:30:23Z;(0.4007255,2.161144,2.001305);(15.69737,102.4413,353.9806);(0.61401,0.04486315,0.7756866,-0.1388856)
2022-05-21T20:30:23Z;(0.3558058,2.159606,2.21561);(14.95639,102.6567,353.9473);(0.6133133,0.04034217,0.7773129,-0.1341796)
2022-05-21T20:30:23Z;(0.3087558,2.161048,2.389779);(14.63652,104.8296,354.0927);(0.5989671,0.03709119,0.788951,-0.1319811)
2022-05-21T20:30:23Z;(0.2748685,2.16216,2.446958);(14.24855,109.0427,354.4001);(0.5702974,0.03242381,0.8105965,-0.1290076)
2022-05-21T20:30:23Z;(0.256453,2.162288,2.467722);(14.16327,111.8107,354.7461);(0.5510215,0.03136998,0.8240994,-0.1274815)
2022-05-21T20:30:23Z;(0.2501021,2.163365,2.477305);(13.97326,113.5399,354.9243);(0.5388942,0.02982887,0.8324029,-0.1257323)
2022-05-21T20:30:23Z;(0.247514,2.164998,2.484828);(13.6254,114.4883,355.401);(0.5328044,0.03062648,0.8369488,-0.1212363)
2022-05-21T20:30:23Z;(0.24633,2.165029,2.488989);(13.59574,114.7622,355.5086);(0.5309418,0.03098463,0.8382111,-0.1205948)
2022-05-21T20:30:23Z;(0.2358583,2.165245,2.567212);(13.12391,115.5872,355.0981);(0.5248595,0.02490364,0.8424263,-0.1192484)
2022-05-21T20:30:23Z;(0.2184981,2.16563,2.753888);(12.80303,115.0778,355.5838);(0.5293596,0.02749129,0.8401783,-0.1145557)
2022-05-21T20:30:24Z;(0.1956628,2.166091,2.952337);(13.15892,112.8918,355.3965);(0.5448057,0.0300316,0.8297514,-0.1174629)
2022-05-21T20:30:24Z;(0.1589674,2.171154,3.176587);(12.85948,111.0608,355.7965);(0.5586444,0.03329202,0.8210143,-0.1128871)
2022-05-21T20:30:24Z;(0.1197923,2.174836,3.307144);(12.77017,109.7867,355.912);(0.567924,0.03491861,0.8147723,-0.1113062)
2022-05-21T20:30:24Z;(0.09602325,2.176121,3.359395);(13.02186,108.6139,355.7434);(0.5758595,0.03614594,0.8088166,-0.1135565)
2022-05-21T20:30:24Z;(0.08377802,2.176732,3.382133);(13.03259,108.3603,355.8788);(0.577773,0.03740635,0.8074898,-0.1128687)
2022-05-21T20:30:24Z;(0.0731615,2.177319,3.407536);(13.05708,107.223,355.7848);(0.5856457,0.03799342,0.8017323,-0.1131427)
2022-05-21T20:30:24Z;(0.06757613,2.178793,3.486244);(13.12869,106.4028,355.7805);(0.5913033,0.03914627,0.7974781,-0.1133851)
2022-05-21T20:30:24Z;(0.07574591,2.180671,3.658967);(13.38662,105.4572,355.8293);(0.5976899,0.04177787,0.7923974,-0.1145766)
2022-05-21T20:30:24Z;(0.0914112,2.182925,3.880065);(13.86919,105.1119,356.1403);(0.5999683,0.04682325,0.7901646,-0.1161284)
2022-05-21T20:30:24Z;(0.1095854,2.185921,4.069706);(13.53352,105.0116,356.3912);(0.6011975,0.04687543,0.7897556,-0.1124724)
2022-05-21T20:30:25Z;(0.1305015,2.189379,4.270078);(13.1806,104.589,356.5438);(0.6045469,0.04646004,0.7876967,-0.1090818)
2022-05-21T20:30:25Z;(0.1511605,2.190735,4.457235);(12.89814,104.6753,356.7784);(0.6044013,0.04648939,0.788234,-0.105947)
2022-05-21T20:30:25Z;(0.1732073,2.188835,4.679878);(12.86007,105.5557,356.6985);(0.5982835,0.04492107,0.7929097,-0.1064557)
2022-05-21T20:30:25Z;(0.1843777,2.187928,4.806025);(12.64098,106.3753,356.4693);(0.5925561,0.04142006,0.7973904,-0.1064433)
2022-05-21T20:30:25Z;(0.1872466,2.187584,4.832771);(12.73769,106.5313,356.2253);(0.5911641,0.04007968,0.7982242,-0.1084286)
2022-05-21T20:30:25Z;(0.1873102,2.186735,4.829455);(13.25797,107.2939,355.8058);(0.5849994,0.03910802,0.8019637,-0.1144561)
2022-05-21T20:30:25Z;(0.1878064,2.186306,4.825766);(13.25236,107.9174,355.8443);(0.5806709,0.03872607,0.8051252,-0.1144333)
2022-05-21T20:30:25Z;(0.1908834,2.18528,4.821615);(13.62311,108.6623,355.9148);(0.5751816,0.04036275,0.8086188,-0.1169292)
2022-05-21T20:30:25Z;(0.1992595,2.183147,4.81593);(14.39988,110.2608,356.4765);(0.563773,0.04659526,0.8158041,-0.1202185)
2022-05-21T20:30:25Z;(0.2116868,2.176194,4.802038);(16.97441,116.2525,357.3881);(0.5192742,0.05877111,0.8414721,-0.1372048)
2022-05-21T20:30:26Z;(0.2210523,2.165393,4.788775);(22.24472,123.3551,359.2468);(0.4643962,0.08584116,0.8643403,-0.1728687)
2022-05-21T20:30:26Z;(0.2384675,2.166499,4.780947);(22.62985,124.0747,359.7419);(0.4593905,0.09004729,0.8662913,-0.1743308)
2022-05-21T20:30:26Z;(0.2485864,2.169497,4.775199);(21.77186,122.2631,358.7967);(0.4723496,0.08214363,0.8608816,-0.1703548)
2022-05-21T20:30:26Z;(0.258038,2.171728,4.760523);(22.12684,121.983,358.5296);(0.4737342,0.08203718,0.859418,-0.1739145)
2022-05-21T20:30:26Z;(0.2641593,2.180828,4.742414);(18.09357,121.5573,358.3526);(0.4800897,0.06436474,0.8628979,-0.1441469)
2022-05-21T20:30:26Z;(0.2622909,2.180215,4.730558);(17.94988,120.0507,357.8675);(0.4908993,0.06200539,0.8569431,-0.1442967)
2022-05-21T20:30:26Z;(0.2513365,2.184335,4.714712);(17.59488,118.8007,358.4918);(0.5012713,0.06665083,0.8515695,-0.1382532)
2022-05-21T20:30:26Z;(0.2437747,2.19405,4.700625);(14.5048,117.3757,358.9829);(0.5145648,0.05808216,0.8480626,-0.1124251)
2022-05-21T20:30:26Z;(0.238547,2.195955,4.683138);(13.03751,115.7128,359.3647);(0.5280625,0.05573697,0.8415648,-0.09905574)
2022-05-21T20:30:26Z;(0.2349037,2.197682,4.668927);(13.50888,114.8168,359.5067);(0.5344768,0.05975013,0.8369489,-0.1013957)
2022-05-21T20:30:27Z;(0.2318739,2.198165,4.661397);(12.98198,114.2578,359.3727);(0.5387436,0.05678721,0.8348333,-0.09789805)
2022-05-21T20:30:27Z;(0.2304816,2.197863,4.654596);(12.87871,113.4445,358.9522);(0.5443566,0.05393894,0.8312739,-0.09874234)
2022-05-21T20:30:27Z;(0.2792671,2.195734,4.640902);(13.08628,113.2676,358.8628);(0.5454342,0.05443475,0.8303137,-0.1005866)
2022-05-21T20:30:27Z;(0.4477133,2.193471,4.616316);(13.25569,113.0433,359.1104);(0.5471713,0.05723432,0.8289891,-0.1005218)
2022-05-21T20:30:27Z;(0.7002966,2.189222,4.586665);(13.09431,112.7758,359.4023);(0.5494543,0.05880213,0.8276913,-0.09782414)
2022-05-21T20:30:27Z;(0.9038284,2.184871,4.563732);(13.07697,112.6476,359.4656);(0.5504441,0.05928491,0.8270573,-0.09732926)
2022-05-21T20:30:27Z;(1.191032,2.183923,4.526766);(13.39842,113.3033,359.4788);(0.545526,0.06035556,0.829923,-0.09993088)
2022-05-21T20:30:27Z;(1.453231,2.189669,4.489141);(13.36731,113.6458,359.1658);(0.5427862,0.05763723,0.8317364,-0.1013683)
2022-05-21T20:30:27Z;(1.668865,2.193701,4.45456);(13.35866,113.8471,358.9283);(0.5411184,0.05569202,0.832813,-0.1025285)
2022-05-21T20:30:27Z;(1.882073,2.198134,4.4167);(13.43394,114.7485,358.7858);(0.5343751,0.05419536,0.8370504,-0.104177)
2022-05-21T20:30:28Z;(2.091641,2.202576,4.376069);(13.69138,116.2012,358.7893);(0.5235639,0.05407764,0.8435429,-0.1067318)
2022-05-21T20:30:28Z;(2.2101,2.205237,4.350137);(13.8521,117.3335,358.7403);(0.5150567,0.05338272,0.8485622,-0.1086698)
2022-05-21T20:30:28Z;(2.361039,2.208687,4.314433);(14.27832,118.4106,358.8303);(0.5068779,0.05492307,0.8529527,-0.1119368)
2022-05-21T20:30:28Z;(2.490146,2.212399,4.279995);(14.19012,119.4344,358.8036);(0.4992661,0.05333553,0.8575379,-0.1118802)
2022-05-21T20:30:28Z;(2.607945,2.216288,4.242616);(14.08864,120.7262,358.7537);(0.4895807,0.05125905,0.8632243,-0.1119244)
2022-05-21T20:30:28Z;(2.707635,2.21958,4.198442);(14.32597,123.2631,358.8306);(0.4702871,0.05033411,0.8736023,-0.1145231)
2022-05-21T20:30:28Z;(2.777173,2.222975,4.151734);(14.29062,126.0649,358.71);(0.4486873,0.04644872,0.8849209,-0.1159191)
2022-05-21T20:30:28Z;(2.808944,2.225,4.115372);(14.296,127.1596,358.6543);(0.4401538,0.04492739,0.8891837,-0.1166134)
2022-05-21T20:30:28Z;(2.834037,2.227169,4.076227);(14.28557,127.5121,358.7027);(0.4374715,0.04490471,0.8905243,-0.1164853)
2022-05-21T20:30:28Z;(2.863665,2.229857,4.037049);(14.18194,127.3222,358.7639);(0.439067,0.04517374,0.8898701,-0.1153725)
2022-05-21T20:30:29Z;(2.895342,2.23062,4.008671);(14.31973,127.073,359.0982);(0.4412609,0.04855016,0.8886473,-0.1150547)
2022-05-21T20:30:29Z;(2.944493,2.232718,3.972525);(14.366,126.2133,359.325);(0.4481164,0.05134593,0.8851686,-0.1141575)
2022-05-21T20:30:29Z;(3.021542,2.232661,3.917533);(14.39558,125.4636,359.3083);(0.4538651,0.05208033,0.8821974,-0.1141129)
2022-05-21T20:30:29Z;(3.105301,2.232801,3.858722);(14.33674,125.2739,359.2505);(0.4553,0.05159069,0.8815266,-0.1138036)
2022-05-21T20:30:29Z;(3.220169,2.232579,3.777525);(14.38443,125.4986,359.0983);(0.4533924,0.05038408,0.8824401,-0.1148742)
2022-05-21T20:30:29Z;(3.349111,2.232168,3.68536);(14.48072,125.5819,358.7702);(0.4523635,0.04815555,0.8828202,-0.1169471)
2022-05-21T20:30:29Z;(3.489668,2.230788,3.584779);(14.44829,125.8271,358.7325);(0.4504538,0.04748598,0.8838323,-0.1169484)
2022-05-21T20:30:29Z;(3.616587,2.229007,3.492662);(14.74217,126.2004,358.6847);(0.4473502,0.04788944,0.885037,-0.1195561)
2022-05-21T20:30:29Z;(3.764578,2.225919,3.382619);(14.97912,126.8766,358.6227);(0.4419132,0.04762296,0.8874589,-0.1219079)
2022-05-21T20:30:29Z;(3.875642,2.224057,3.291888);(14.9605,127.5407,358.5379);(0.4366833,0.04618542,0.8900576,-0.1223608)
2022-05-21T20:30:30Z;(3.968604,2.22216,3.175339);(14.99562,128.7396,358.4837);(0.4272687,0.04461163,0.8945643,-0.123313)
2022-05-21T20:30:30Z;(4.049661,2.220029,3.018953);(14.9419,129.6964,358.2481);(0.4195617,0.04153511,0.8982404,-0.1241239)
2022-05-21T20:30:30Z;(4.134235,2.217152,2.837102);(15.1199,130.5113,358.2186);(0.4130241,0.04106682,0.9010376,-0.1259196)
2022-05-21T20:30:30Z;(4.239787,2.206857,2.605556);(15.44206,131.2735,358.1915);(0.4067981,0.0411695,0.9034519,-0.1288217)
2022-05-21T20:30:30Z;(4.320467,2.201957,2.445138);(15.39682,130.9521,358.3196);(0.4095014,0.04237646,0.9023062,-0.1278924)
2022-05-21T20:30:30Z;(4.378397,2.205998,2.345384);(15.52623,129.7013,358.4614);(0.4194045,0.04535797,0.8975968,-0.1279153)
2022-05-21T20:30:30Z;(4.410811,2.20801,2.295491);(15.51444,128.2269,358.5387);(0.4310114,0.0475572,0.8921065,-0.1269387)
2022-05-21T20:30:30Z;(4.421766,2.208646,2.283761);(15.57336,126.8271,358.5789);(0.441884,0.04964403,0.8866984,-0.1266485)
2022-05-21T20:30:30Z;(4.424815,2.208565,2.287071);(15.63282,124.512,358.5138);(0.4595966,0.05193377,0.877561,-0.1263355)
2022-05-21T20:30:30Z;(4.425776,2.208223,2.289283);(15.78236,123.5765,358.2596);(0.4663634,0.0516385,0.8737471,-0.1280802)
2022-05-21T20:30:31Z;(4.426173,2.209868,2.291391);(15.21676,122.7754,358.2328);(0.4728152,0.04997819,0.8710257,-0.1235385)
2022-05-21T20:30:31Z;(4.426259,2.212277,2.293535);(14.26152,121.8554,357.9751);(0.480162,0.04498505,0.8681776,-0.1169967)
2022-05-21T20:30:31Z;(4.424541,2.221484,2.299566);(9.807622,119.0179,357.2468);(0.5036306,0.02273623,0.8593487,-0.08578548)
2022-05-21T20:30:31Z;(4.422565,2.229734,2.303391);(6.491652,117.6845,357.0527);(0.5151494,0.00731357,0.854844,-0.06172079)
2022-05-21T20:30:31Z;(4.414971,2.247918,2.311741);(357.3003,115.7895,357.2346);(0.5316556,-0.03295121,0.8462895,0.007127555)
2022-05-21T20:30:31Z;(4.407174,2.255996,2.318169);(352.5316,114.688,357.3101);(0.539587,-0.05485214,0.8390816,0.04217918)
2022-05-21T20:30:31Z;(4.395978,2.269002,2.323221);(346.169,115.2668,357.7189);(0.5333589,-0.08113457,0.837046,0.09110063)
2022-05-21T20:30:31Z;(4.378265,2.281928,2.329461);(337.8175,118.5866,358.7967);(0.5028153,-0.1070878,0.8426552,0.1601287)
2022-05-21T20:30:31Z;(4.362003,2.286881,2.332332);(333.6632,123.9652,359.2491);(0.458696,-0.1126434,0.8588716,0.1981136)
2022-05-21T20:30:31Z;(4.350068,2.287824,2.331114);(332.5918,131.2819,357.9494);(0.4045096,-0.1135345,0.8831547,0.2086131)
2022-05-21T20:30:32Z;(4.339864,2.288849,2.330317);(331.6013,137.5393,357.0042);(0.3569121,-0.1124178,0.9010229,0.2193939)
2022-05-21T20:30:32Z;(4.332099,2.289036,2.328487);(330.7352,143.0306,356.0059);(0.3149312,-0.1120219,0.9142996,0.228748)
2022-05-21T20:30:32Z;(4.329097,2.288444,2.326226);(331.1097,146.8987,355.3257);(0.2853791,-0.1088549,0.9245951,0.2276693)
2022-05-21T20:30:32Z;(4.325389,2.28748,2.322908);(332.0267,152.0234,355.5509);(0.2434842,-0.09492786,0.9385989,0.2252471)
2022-05-21T20:30:32Z;(4.320476,2.284401,2.317573);(333.8997,159.2441,354.9117);(0.1851746,-0.08317165,0.955486,0.2141014)
2022-05-21T20:30:32Z;(4.320268,2.274862,2.308547);(340.1785,164.0029,355.2974);(0.1439489,-0.06395057,0.9736898,0.1646728)
2022-05-21T20:30:32Z;(4.328499,2.261984,2.299188);(348.9113,162.9558,357.3829);(0.1496414,-0.03679265,0.9837485,0.09215644)
2022-05-21T20:30:32Z;(4.338912,2.254824,2.291752);(353.6795,160.4604,359.0368);(0.1698826,-0.01762553,0.9838854,0.05290349)
2022-05-21T20:30:32Z;(4.346694,2.247212,2.286407);(357.4905,159.0295,0.08162463);(0.1819233,-0.003284785,0.9830684,0.02166184)
2022-05-21T20:30:32Z;(4.362061,2.232545,2.282326);(6.047853,153.8164,0.7821701);(0.2265418,0.01858789,0.9725481,-0.0498367)
2022-05-21T20:30:33Z;(4.385244,2.220904,2.287207);(12.43499,142.6093,1.330801);(0.3198204,0.04564833,0.9411979,-0.09888097)
2022-05-21T20:30:33Z;(4.405238,2.214528,2.300414);(15.24372,129.5135,0.1078677);(0.4228071,0.0574075,0.8964604,-0.1195707)
2022-05-21T20:30:33Z;(4.428629,2.212001,2.330411);(15.97353,108.3611,357.2208);(0.5766535,0.06181752,0.8047358,-0.1266867)
2022-05-21T20:30:33Z;(4.437151,2.21188,2.354266);(15.65488,95.70261,357.2195);(0.6621591,0.07354416,0.736499,-0.1170717)
2022-05-21T20:30:33Z;(4.440645,2.213833,2.372674);(14.44892,88.18547,357.8282);(0.7107265,0.07722186,0.6918855,-0.1009918)
2022-05-21T20:30:33Z;(4.439666,2.220621,2.393167);(11.51943,79.78439,358.4755);(0.7624552,0.0685031,0.6390751,-0.07451319)
2022-05-21T20:30:33Z;(4.433484,2.235081,2.406892);(4.134646,74.20289,359.5107);(0.7969494,0.02619667,0.6029528,-0.02516427)
2022-05-21T20:30:33Z;(4.424053,2.245577,2.413551);(358.4602,71.85038,1.084837);(0.8095998,-0.00532657,0.5867522,0.01554889)
2022-05-21T20:30:33Z;(4.411085,2.257409,2.416959);(352.8706,70.66268,3.235791);(0.8129032,-0.03440765,0.5783871,0.05893117)
2022-05-21T20:30:33Z;(4.39851,2.268335,2.415328);(346.0963,71.66465,4.555766);(0.8013212,-0.074953,0.5845523,0.1027865)
2022-05-21T20:30:34Z;(4.386703,2.275892,2.4135);(341.2738,73.18954,6.133922);(0.7858515,-0.09896174,0.5943552,0.1392332)
2022-05-21T20:30:34Z;(4.378032,2.279448,2.410938);(338.6222,74.87061,6.906826);(0.7720545,-0.1110276,0.6051049,0.1595405)
2022-05-21T20:30:34Z;(4.371331,2.282683,2.406807);(336.1201,77.67229,7.188488);(0.7524579,-0.1223731,0.6224241,0.1772577)
2022-05-21T20:30:34Z;(4.365935,2.284945,2.401824);(333.676,81.78246,7.546995);(0.7246889,-0.129811,0.6473748,0.1971827)
2022-05-21T20:30:34Z;(4.362614,2.28701,2.396493);(331.8235,85.6133,7.66654);(0.6989343,-0.1341207,0.6695519,0.2126093)
